ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L
345378490;Congo;Michael Crichton;1995;Ballantine Books;http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg
345379454;Missing Susan;SHARYN MCCRUMB;1992;Ballantine Books;http://images.amazon.com/images/P/0345379454.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345379454.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345379454.01.LZZZZZZZ.jpg
345384466;The Witching Hour (Lives of the Mayfair Witches);ANNE RICE;1993;Ballantine Books;http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg
345387651;The Cider House Rules;John Irving;1994;Ballantine Books;http://images.amazon.com/images/P/0345387651.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345387651.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345387651.01.LZZZZZZZ.jpg
345391691;The Battle for God;Karen Armstrong;2001;Ballantine Books;http://images.amazon.com/images/P/0345391691.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345391691.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg
345402871;Airframe;Michael Crichton;1997;Ballantine Books;http://images.amazon.com/images/P/0345402871.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345402871.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345402871.01.LZZZZZZZ.jpg
345404769;Silent Witness;RICHARD NORTH PATTERSON;1997;Ballantine Books;http://images.amazon.com/images/P/0345404769.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345404769.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg
345404793;Protect and Defend;Richard North Patterson;2001;Ballantine Books;http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg
345409051;Errands;Judith Guest;1998;Ballantine Books;http://images.amazon.com/images/P/0345409051.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345409051.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345409051.01.LZZZZZZZ.jpg
345413369;The Subtle Knife (His Dark Materials, Book 2);PHILIP PULLMAN;1998;Del Rey;http://images.amazon.com/images/P/0345413369.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345413369.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345413369.01.LZZZZZZZ.jpg
345413377;The Amber Spyglass (His Dark Materials, Book 3);PHILIP PULLMAN;2001;Del Rey;http://images.amazon.com/images/P/0345413377.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345413377.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345413377.01.LZZZZZZZ.jpg
345416848;Last Sword of Power (Stones of Power);David Gemmell;1997;Del Rey Books;http://images.amazon.com/images/P/0345416848.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345416848.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345416848.01.LZZZZZZZ.jpg
345417623;Timeline;MICHAEL CRICHTON;2000;Ballantine Books;http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg
345424719;A Widow for One Year;JOHN IRVING;1999;Ballantine Books;http://images.amazon.com/images/P/0345424719.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345424719.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345424719.01.LZZZZZZZ.jpg
345425294;Gangster;Lorenzo Carcaterra;2002;Fawcett Books;http://images.amazon.com/images/P/0345425294.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345425294.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg
345430476;A Small Dark Place;Martin Schenk;1999;Ballantine Books;http://images.amazon.com/images/P/0345430476.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345430476.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345430476.01.LZZZZZZZ.jpg
345433173;The Tall Pine Polka;Lorna Landvik;1999;Ballantine Books;http://images.amazon.com/images/P/0345433173.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg
345434803;The Vampire Armand (The Vampire Chronicles, Book 6);Anne Rice;2000;Ballantine Books;http://images.amazon.com/images/P/0345434803.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345434803.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345434803.01.LZZZZZZZ.jpg
345435869;The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON;DAVID EDDINGS;1999;Del Rey;http://images.amazon.com/images/P/0345435869.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345435869.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345435869.01.LZZZZZZZ.jpg
345441133;Summer Island;KRISTIN HANNAH;2002;Ballantine Books;http://images.amazon.com/images/P/0345441133.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345441133.01.LZZZZZZZ.jpg
345447409;Until Dark;MARIAH STEWART;2003;Ballantine Books;http://images.amazon.com/images/P/0345447409.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345447409.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345447409.01.LZZZZZZZ.jpg
345451260;Househusband;AD HUDLER;2002;Ballantine Books;http://images.amazon.com/images/P/0345451260.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345451260.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345451260.01.LZZZZZZZ.jpg
345465083;Seabiscuit;LAURA HILLENBRAND;2003;Ballantine Books;http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg
373030959;Unfriendly Proposition (Harlequin Romance, No 3095);Jessica Steele;1990;Harlequin;http://images.amazon.com/images/P/0373030959.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373030959.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373030959.01.LZZZZZZZ.jpg
373031106;Fair Trial (Harlequin Romance, No 3110);Elizabeth Duke;1991;Harlequin;http://images.amazon.com/images/P/0373031106.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373031106.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373031106.01.LZZZZZZZ.jpg
373033605;Brief Encounter (Sealed With A Kiss) (Harlequin Romance, No 3360);Catherine George;1995;Harlequin;http://images.amazon.com/images/P/0373033605.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373033605.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373033605.01.LZZZZZZZ.jpg
373033923;Husband Material (Holding Out For A Hero) (Harlequin Romance, No 3392);Emma Goldrick;1995;Harlequin;http://images.amazon.com/images/P/0373033923.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373033923.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373033923.01.LZZZZZZZ.jpg
373063040;Heart's Command (Medical Romance, #4);Meredith Webber;2001;Harlequin;http://images.amazon.com/images/P/0373063040.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373063040.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373063040.01.LZZZZZZZ.jpg
373072430;Summer Of The Wolf (Silhouette Intimate Moments, No 243);Patricia Gardner Evans;1988;Silhouette;http://images.amazon.com/images/P/0373072430.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373072430.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373072430.01.LZZZZZZZ.jpg
373075502;Uncertain Angels (Silhouette Intimate Moments, No 7550);Kim Cates;1994;Silhouette;http://images.amazon.com/images/P/0373075502.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373075502.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373075502.01.LZZZZZZZ.jpg
373076746;Morning Side Of Dawn (Silhouette Intimate Moments, No 674);Justine Davis;1995;Silhouette;http://images.amazon.com/images/P/0373076746.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373076746.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373076746.01.LZZZZZZZ.jpg
373162669;Always A Bridesmaid (Harlequin American Romance, No 266);Julie Kistler;1988;Harlequin;http://images.amazon.com/images/P/0373162669.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373162669.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373162669.01.LZZZZZZZ.jpg
373166613;Cowboy Groom (4 Brides For 4 Brothers) (American Romance, No 661);Judy Christenberry;1996;Harlequin;http://images.amazon.com/images/P/0373166613.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373166613.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373166613.01.LZZZZZZZ.jpg
373196407;The Prince's Tutor;Nicole Burnham;2003;Silhouette;http://images.amazon.com/images/P/0373196407.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373196407.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373196407.01.LZZZZZZZ.jpg
373196520;In the Sheikh's Arms;Sue Swift;2003;Silhouette;http://images.amazon.com/images/P/0373196520.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373196520.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373196520.01.LZZZZZZZ.jpg
373196989;Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance, 1698);Melissa McClone;2003;Silhouette;http://images.amazon.com/images/P/0373196989.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373196989.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373196989.01.LZZZZZZZ.jpg
373218400;Table For Two;Nora Roberts;2002;Silhouette;http://images.amazon.com/images/P/0373218400.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373218400.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373218400.01.LZZZZZZZ.jpg
373224540;Watch Over Me  (Rocky Mountain Rescue) (Harlequin Intrigue, No 454);David Bishop;1998;Harlequin;http://images.amazon.com/images/P/0373224540.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373224540.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373224540.01.LZZZZZZZ.jpg
373226063;Bayou Blood Brothers: Tyler/Nick/Jules (Harlequin Intrigue 606);Rebecca York;2001;Harlequin;http://images.amazon.com/images/P/0373226063.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373226063.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373226063.01.LZZZZZZZ.jpg
373226071;Nighttime Guardian (Harlequin Intrigue 607);Amanda Stevens;2001;Harlequin;http://images.amazon.com/images/P/0373226071.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373226071.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373226071.01.LZZZZZZZ.jpg
373226144;Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614);Caroline Burnes;2001;Harlequin;http://images.amazon.com/images/P/0373226144.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373226144.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373226144.01.LZZZZZZZ.jpg
373226276;His Only Desire (Double Exposure) (Intrigue, 627);Adrianne Lee;2001;Harlequin;http://images.amazon.com/images/P/0373226276.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373226276.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373226276.01.LZZZZZZZ.jpg
373241739;Stallion Tamer (Cowboys Of The Southwest) (Special Edition , No 1173);Lindsay McKenna;1998;Silhouette;http://images.amazon.com/images/P/0373241739.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373241739.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373241739.01.LZZZZZZZ.jpg
373242034;From House Calls To Husband (Prescription: Marriage) (Silhouette Special Edition , No 1203);Michael Flynn;1998;Silhouette;http://images.amazon.com/images/P/0373242034.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373242034.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373242034.01.LZZZZZZZ.jpg
373242077;Family Kind Of Gal (That Special Woman!/Forever Family) (Silhouette Special Edition, 1207);Steve Jackson;1998;Silhouette;http://images.amazon.com/images/P/0373242077.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373242077.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373242077.01.LZZZZZZZ.jpg
373242441;Dream Groom  (Brides Of Bradley House) (Silhouette Special Edition, 1244);Susan Mallery;1999;Silhouette;http://images.amazon.com/images/P/0373242441.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373242441.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373242441.01.LZZZZZZZ.jpg
373243944;Do You Take This Rebel? (The Calamity Janes) (Silhouette Special Edition, No 1394);Janet Woods;2001;Silhouette;http://images.amazon.com/images/P/0373243944.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373243944.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373243944.01.LZZZZZZZ.jpg
373243952;Ties That Bind (A Family Bond) (Silhouette Special Edition, No 1395);Ginna Gray;2001;Silhouette;http://images.amazon.com/images/P/0373243952.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373243952.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373243952.01.LZZZZZZZ.jpg
373243979;Race To The Altar (Silhouette Special Edition, No 1397);Patricia Hagan;2001;Silhouette;http://images.amazon.com/images/P/0373243979.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373243979.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373243979.01.LZZZZZZZ.jpg
373245580;Marry Me ... Again   Montana Mavericks (Silhouette Special Edition, 1558);Cheryl St. John;2003;Silhouette;http://images.amazon.com/images/P/0373245580.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373245580.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373245580.01.LZZZZZZZ.jpg
373262469;Girl With The Phony Name;Charles Mathes;1997;Worldwide Library;http://images.amazon.com/images/P/0373262469.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373262469.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373262469.01.LZZZZZZZ.jpg
373483880;The Macgregors: Serena - Caine (The Macgregors);Nora Roberts;1998;Silhouette;http://images.amazon.com/images/P/0373483880.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373483880.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373483880.01.LZZZZZZZ.jpg
373484100;Night Tales;Nora Roberts;2000;Silhouette;http://images.amazon.com/images/P/0373484100.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373484100.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373484100.01.LZZZZZZZ.jpg
373600739;Falling Angel (Rita Award);Anne Stuart;1995;Silhouette;http://images.amazon.com/images/P/0373600739.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373600739.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373600739.01.LZZZZZZZ.jpg
373650132;Marriage By Contract  (36 Hours) (Harlequin 36 Hours);Sandra Steffen;1998;Harlequin;http://images.amazon.com/images/P/0373650132.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373650132.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373650132.01.LZZZZZZZ.jpg
373707010;"Hot &amp; Bothered (Women Who Dare) (Harlequin Superromance, No 701)";Ann Evans;1996;Harlequin;http://images.amazon.com/images/P/0373707010.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373707010.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373707010.01.LZZZZZZZ.jpg
373707266;40 Tons Of Trouble (Women Who Dare) (Harlequin Super Romance, No 726);Michael Flynn;1997;Harlequin;http://images.amazon.com/images/P/0373707266.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373707266.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373707266.01.LZZZZZZZ.jpg
373707290;Another Man'S Child (9 Months Later) (Harlequin Super Romance, No 729);Tara Taylor Quinn;1997;Harlequin;http://images.amazon.com/images/P/0373707290.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373707290.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373707290.01.LZZZZZZZ.jpg
373707711;Father Of Two (The Daddy School) (Harlequin Superromance, No 771);Caroline Arnold;1997;Harlequin;http://images.amazon.com/images/P/0373707711.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373707711.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373707711.01.LZZZZZZZ.jpg
373708130;Julia (Circle Of Friends) (Harlequin Superromance, 813);Shannon Waverly;1998;Harlequin;http://images.amazon.com/images/P/0373708130.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373708130.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373708130.01.LZZZZZZZ.jpg
373708149;O Little Town Of Glory  (Men Of Glory) (Harlequin Superromance, 814);Judith Bowen;1998;Harlequin;http://images.amazon.com/images/P/0373708149.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373708149.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373708149.01.LZZZZZZZ.jpg
373709625;Fully Engaged (Harlequin Super Romance, No. 962);Eve Gaddy;2001;Harlequin;http://images.amazon.com/images/P/0373709625.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373709625.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373709625.01.LZZZZZZZ.jpg
373709889;Now That You'Re Here (Harlequin Superromance, No 988);Lynnette Kent;2001;Harlequin;http://images.amazon.com/images/P/0373709889.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373709889.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373709889.01.LZZZZZZZ.jpg
373810431;Expiration Date (Men at Work);Aimee Thurlo;1998;Harlequin Books;http://images.amazon.com/images/P/0373810431.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373810431.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373810431.01.LZZZZZZZ.jpg
373810482;Miracle (Men at Work);Muriel Jensen;1998;Harlequin Sales Corp (Mm);http://images.amazon.com/images/P/0373810482.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373810482.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373810482.01.LZZZZZZZ.jpg
373810601;Hotshot;Kathleen Korbel;1990;harlequin;http://images.amazon.com/images/P/0373810601.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373810601.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373810601.01.LZZZZZZZ.jpg
373822405;Out of Danger;Beverly Barton;2000;Harlequin Books;http://images.amazon.com/images/P/0373822405.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373822405.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373822405.01.LZZZZZZZ.jpg
373822456;The Return of Caine O'Halloran;JoAnn Ross;2000;Harlequin Books;http://images.amazon.com/images/P/0373822456.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373822456.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373822456.01.LZZZZZZZ.jpg
373825617;Contract: Paternity (Delta Justice) (Harlequin Delta Justice);Jasmne Cresswell;1997;Harlequin;http://images.amazon.com/images/P/0373825617.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373825617.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373825617.01.LZZZZZZZ.jpg
373825692;For The Love Of Beau (Delta Justice) (Delta Justice , No 9);Margaret St. George;1998;Harlequin;http://images.amazon.com/images/P/0373825692.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373825692.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373825692.01.LZZZZZZZ.jpg
373834446;The Nonesuch;Georgette Heyer;2000;Harlequin;http://images.amazon.com/images/P/0373834446.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373834446.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373834446.01.LZZZZZZZ.jpg
373834454;Convenient Marriage;Georgette Heyer;2000;Harlequin;http://images.amazon.com/images/P/0373834454.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373834454.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373834454.01.LZZZZZZZ.jpg
373834462;Cousin Kate;Georgette Heyer;2000;Harlequin;http://images.amazon.com/images/P/0373834462.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373834462.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373834462.01.LZZZZZZZ.jpg
373834489;Corinthian;Georgette Heyer;2000;Harlequin;http://images.amazon.com/images/P/0373834489.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373834489.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373834489.01.LZZZZZZZ.jpg
373834543;The First Man You Meet / Jacob's Girls;Debbie Macomber;2001;Harlequin;http://images.amazon.com/images/P/0373834543.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373834543.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373834543.01.LZZZZZZZ.jpg
373835493;The Foundling;Georgette Heyer;2003;Harlequin;http://images.amazon.com/images/P/0373835493.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373835493.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373835493.01.LZZZZZZZ.jpg
373835558;Arabella;Georgette Heyer;2003;Harlequin;http://images.amazon.com/images/P/0373835558.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373835558.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373835558.01.LZZZZZZZ.jpg
373835582;The Black Moth;Georgette Heyer;2003;Harlequin;http://images.amazon.com/images/P/0373835582.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373835582.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373835582.01.LZZZZZZZ.jpg
373835590;These Old Shades;Georgette Heyer;2003;Harlequin;http://images.amazon.com/images/P/0373835590.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373835590.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373835590.01.LZZZZZZZ.jpg
373836023;Powder and Patch;Georgette Heyer;2004;Harlequin;http://images.amazon.com/images/P/0373836023.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373836023.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg
374157065;Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It;Gina Bari Kolata;1999;Farrar Straus Giroux;http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg
374270325;A Man in Full;Tom Wolfe;1998;"Farrar Straus &amp; Giroux";http://images.amazon.com/images/P/0374270325.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0374270325.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0374270325.01.LZZZZZZZ.jpg
375400117;Memoirs of a Geisha;Arthur Golden;1997;Alfred A. Knopf;http://images.amazon.com/images/P/0375400117.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg
375403582;Rules of the Wild;Francesca Marciano;1998;Random House Inc;http://images.amazon.com/images/P/0375403582.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375403582.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375403582.01.LZZZZZZZ.jpg
375406328;Lying Awake;Mark Salzman;2000;Alfred A. Knopf;http://images.amazon.com/images/P/0375406328.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375406328.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375406328.01.LZZZZZZZ.jpg
375410538;Anil's Ghost;MICHAEL ONDAATJE;2000;Knopf;http://images.amazon.com/images/P/0375410538.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375410538.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg
375414746;The Clearing;TIM GAUTREAUX;2003;Knopf;http://images.amazon.com/images/P/0375414746.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375414746.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375414746.01.LZZZZZZZ.jpg
375500766;Care Packages : Letters to Christopher Reeve from Strangers and Other Friends;DANA REEVE;1999;Random House;http://images.amazon.com/images/P/0375500766.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375500766.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg
375503269;Anonymous Rex: A Detective Story;Eric Garcia;1999;Villard Books;http://images.amazon.com/images/P/0375503269.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375503269.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375503269.01.LZZZZZZZ.jpg
375503838;The Very Persistent Gappers of Frip;George Saunders;2000;Villard Books;http://images.amazon.com/images/P/0375503838.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375503838.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375503838.01.LZZZZZZZ.jpg
375509038;The Right Man : The Surprise Presidency of George W. Bush;DAVID FRUM;2003;Random House;http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375509038.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375509038.01.LZZZZZZZ.jpg
375704965;A Judgement in Stone;Ruth Rendell;2000;Vintage Books USA;http://images.amazon.com/images/P/0375704965.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375704965.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg
375705856;Plainsong (Vintage Contemporaries);KENT HARUF;2000;Vintage;http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg
375713549;Fletch (Vintage Crime/Black Lizard);Gregory McDonald;2002;Vintage Books USA;http://images.amazon.com/images/P/0375713549.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375713549.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375713549.01.LZZZZZZZ.jpg
375719180;The Miracle Life of Edgar Mint: A Novel;Brady Udall;2002;Vintage Books USA;http://images.amazon.com/images/P/0375719180.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375719180.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg
